Order Number,Order Date and Time,Order_City,Restaurant Type,Total Bill (in Saudi Riyals),Delivery Duration (in minutes),Customer Rating (from 1 to 5 stars),Realistic Rating Order Time,Customer_Rating_Cities,Customer_Rating_Restaurants,Customer_Rating_Order_Time,Customer_Rating_Money_Spent
4068,2023-11-21 11:11:00,Hail,Pizzeria,106.98,13,4,5,4.204795204795205,4.228944246737841,4.254498714652956,5.0
4069,2022-03-26 08:01:00,Tabuk,Burger,438.24,19,5,3,4.244618395303327,4.271698113207547,4.163461538461538,3.0
4070,2024-06-04 19:07:00,Dammam,Sweets,199.31,14,3,5,4.231064237775647,4.297872340425532,4.238207547169812,5.0
4071,2023-08-29 10:24:00,Buraidah,Seafood,347.84,16,2,3,4.271219512195122,4.227218934911242,4.231884057971015,3.0
4072,2023-03-19 03:56:00,Hail,Coffee,322.26,16,4,3,4.204795204795205,4.208937198067633,4.199017199017199,3.0
4073,2024-10-21 01:47:00,Khobar,Coffee,305.1,10,2,4,4.293617021276596,4.208937198067633,4.268472906403941,4.0
4074,2024-05-04 08:08:00,Buraidah,Vegetarian/Vegan,627.69,11,3,4,4.271219512195122,4.229857819905213,4.163461538461538,4.0
4075,2024-04-19 22:52:00,Jeddah,Seafood,514.96,16,4,3,4.223851417399804,4.227218934911242,4.18734793187348,3.0
4076,2024-04-26 06:35:00,Buraidah,Bakeries,167.79,18,1,3,4.271219512195122,4.241975308641975,4.230769230769231,3.0
4077,2023-12-23 04:53:00,Abha,Pizzeria,257.52,12,2,5,4.220661985957873,4.228944246737841,4.286407766990291,5.0
4078,2022-12-28 06:53:00,Abha,Sweets,648.4,15,5,5,4.220661985957873,4.297872340425532,4.230769230769231,5.0
4079,2024-10-18 19:29:00,Khobar,Italian Cuisine,544.9,7,5,5,4.293617021276596,4.233890214797136,4.238207547169812,5.0
4080,2025-01-11 12:58:00,Tabuk,Seafood,53.83,5,2,5,4.244618395303327,4.227218934911242,4.327868852459017,4.0
4081,2023-10-20 11:16:00,Riyadh,Sushi,746.83,14,3,5,4.241127348643007,4.198135198135198,4.254498714652956,5.0
4082,2022-05-23 23:00:00,Khobar,Barbecue,613.23,19,5,3,4.293617021276596,4.260663507109005,4.266666666666667,3.0
4083,2023-05-12 12:27:00,Dammam,Sushi,154.38,12,2,5,4.231064237775647,4.198135198135198,4.327868852459017,5.0
4084,2023-11-18 15:16:00,Medina,Bakeries,411.5,7,3,5,4.239393939393939,4.241975308641975,4.225882352941176,5.0
4085,2023-12-02 19:57:00,Jeddah,Italian Cuisine,191.6,11,2,5,4.223851417399804,4.233890214797136,4.238207547169812,5.0
4086,2023-01-21 13:51:00,Buraidah,Indian Cuisine,559.99,19,2,3,4.271219512195122,4.278230500582072,4.231578947368421,3.0
4087,2023-02-18 01:06:00,Hail,Barbecue,748.91,10,2,5,4.204795204795205,4.260663507109005,4.268472906403941,5.0
4088,2023-09-03 18:00:00,Medina,Fast Food,692.13,7,3,4,4.239393939393939,4.261648745519714,4.261851015801354,4.0
4089,2023-11-15 13:01:00,Dammam,Italian Cuisine,171.4,18,2,3,4.231064237775647,4.233890214797136,4.231578947368421,3.0
4090,2022-01-18 21:13:00,Medina,Vegetarian/Vegan,144.51,5,2,5,4.239393939393939,4.229857819905213,4.353808353808354,5.0
4091,2023-08-15 16:15:00,Jeddah,Indian Cuisine,552.41,6,4,5,4.223851417399804,4.278230500582072,4.197222222222222,5.0
4092,2023-07-29 13:06:00,Riyadh,Indian Cuisine,512.54,9,4,5,4.241127348643007,4.278230500582072,4.231578947368421,5.0
4093,2022-09-14 09:00:00,Khobar,Sweets,87.91,7,2,5,4.293617021276596,4.297872340425532,4.209134615384615,5.0
4094,2024-07-14 10:49:00,Hail,Bakeries,777.51,15,2,5,4.204795204795205,4.241975308641975,4.231884057971015,5.0
4095,2023-05-20 17:23:00,Medina,Bakeries,782.84,12,2,5,4.239393939393939,4.241975308641975,4.21123595505618,5.0
4096,2023-01-08 12:27:00,Tabuk,Barbecue,656.29,19,4,4,4.244618395303327,4.260663507109005,4.327868852459017,4.0
4097,2023-01-11 12:31:00,Hail,Seafood,65.32,4,3,5,4.204795204795205,4.227218934911242,4.327868852459017,5.0
4098,2023-05-13 04:07:00,Medina,Indian Cuisine,245.93,13,2,5,4.239393939393939,4.278230500582072,4.286407766990291,5.0
4099,2022-12-04 19:55:00,Tabuk,Barbecue,371.31,18,2,4,4.244618395303327,4.260663507109005,4.238207547169812,4.0
4100,2023-08-10 10:05:00,Hail,Pizzeria,726.85,12,1,5,4.204795204795205,4.228944246737841,4.231884057971015,5.0
4101,2022-03-28 07:39:00,Khobar,Coffee,422.76,14,4,5,4.293617021276596,4.208937198067633,4.263657957244655,5.0
4102,2024-10-10 20:27:00,Tabuk,Sushi,456.28,9,4,5,4.244618395303327,4.198135198135198,4.222477064220183,5.0
4103,2022-09-25 01:25:00,Medina,Pizzeria,87.0,6,1,5,4.239393939393939,4.228944246737841,4.268472906403941,4.5
4104,2022-11-25 14:00:00,Tabuk,Indian Cuisine,187.71,19,3,4,4.244618395303327,4.278230500582072,4.261958997722096,3.5
4105,2023-05-03 23:40:00,Jeddah,Pizzeria,465.74,6,2,5,4.223851417399804,4.228944246737841,4.266666666666667,5.0
4106,2024-06-07 00:37:00,Abha,Fast Food,779.74,20,1,3,4.220661985957873,4.261648745519714,4.241217798594848,3.0
4107,2023-08-02 10:01:00,Medina,Indian Cuisine,409.45,8,3,5,4.239393939393939,4.278230500582072,4.231884057971015,5.0
4108,2023-07-30 04:06:00,Tabuk,Indian Cuisine,197.96,10,2,5,4.244618395303327,4.278230500582072,4.286407766990291,5.0
4109,2023-09-08 10:07:00,Hail,Italian Cuisine,714.14,11,4,5,4.204795204795205,4.233890214797136,4.231884057971015,5.0
4110,2024-04-20 03:59:00,Khobar,Fast Food,90.67,15,4,5,4.293617021276596,4.261648745519714,4.199017199017199,5.0
4111,2022-01-31 18:30:00,Jeddah,Italian Cuisine,42.16,11,4,5,4.223851417399804,4.233890214797136,4.261851015801354,5.0
4112,2024-08-27 10:08:00,Dammam,Italian Cuisine,689.28,19,3,3,4.231064237775647,4.233890214797136,4.231884057971015,3.0
4113,2023-06-23 00:49:00,Jeddah,Sweets,213.92,4,4,5,4.223851417399804,4.297872340425532,4.241217798594848,5.0
4114,2022-04-23 01:57:00,Jeddah,Seafood,55.87,18,2,3,4.223851417399804,4.227218934911242,4.268472906403941,3.0
4115,2022-04-03 07:07:00,Riyadh,Coffee,266.59,14,2,4,4.241127348643007,4.208937198067633,4.263657957244655,4.0
4116,2024-06-26 03:11:00,Riyadh,Bakeries,667.63,7,5,5,4.241127348643007,4.241975308641975,4.199017199017199,5.0
4117,2024-09-07 23:27:00,Riyadh,Seafood,748.52,18,3,3,4.241127348643007,4.227218934911242,4.266666666666667,3.0
4118,2024-09-30 15:28:00,Abha,Pizzeria,747.06,8,2,4,4.220661985957873,4.228944246737841,4.225882352941176,4.0
4119,2022-03-27 06:10:00,Medina,Vegetarian/Vegan,158.11,7,2,5,4.239393939393939,4.229857819905213,4.230769230769231,5.0
4120,2023-08-31 06:16:00,Tabuk,Vegetarian/Vegan,648.92,7,3,5,4.244618395303327,4.229857819905213,4.230769230769231,5.0
4121,2022-11-13 14:04:00,Buraidah,Sweets,226.78,10,1,5,4.271219512195122,4.297872340425532,4.261958997722096,5.0
4122,2023-05-04 10:29:00,Mecca,Pizzeria,170.18,14,4,4,4.278721278721279,4.228944246737841,4.231884057971015,4.5
4123,2024-09-12 13:32:00,Hail,Bakeries,491.85,8,1,5,4.204795204795205,4.241975308641975,4.231578947368421,5.0
4124,2022-08-27 23:48:00,Dammam,Coffee,150.6,19,5,3,4.231064237775647,4.208937198067633,4.266666666666667,3.0
4125,2024-12-18 01:37:00,Abha,Fast Food,670.94,18,3,2,4.220661985957873,4.261648745519714,4.268472906403941,2.0
4126,2024-10-02 04:30:00,Tabuk,Sushi,463.94,10,1,5,4.244618395303327,4.198135198135198,4.286407766990291,5.0
4127,2022-01-01 20:51:00,Jeddah,Sushi,504.61,13,3,4,4.223851417399804,4.198135198135198,4.222477064220183,4.0
4128,2023-05-11 06:50:00,Medina,Pizzeria,126.62,7,2,4,4.239393939393939,4.228944246737841,4.230769230769231,4.0
4129,2024-01-03 13:19:00,Khobar,Pizzeria,204.79,11,2,4,4.293617021276596,4.228944246737841,4.231578947368421,4.0
4130,2024-02-28 21:54:00,Dammam,Coffee,542.19,10,5,5,4.231064237775647,4.208937198067633,4.353808353808354,5.0
4131,2024-08-22 01:47:00,Riyadh,Fast Food,274.3,15,3,5,4.241127348643007,4.261648745519714,4.268472906403941,5.0
4132,2025-01-02 07:19:00,Hail,Burger,428.81,6,4,4,4.204795204795205,4.271698113207547,4.263657957244655,4.0
4133,2023-12-15 12:30:00,Dammam,Burger,105.73,9,5,5,4.231064237775647,4.271698113207547,4.327868852459017,5.0
4134,2022-08-02 07:54:00,Hail,Fast Food,94.45,17,2,4,4.204795204795205,4.261648745519714,4.263657957244655,4.0
4135,2023-07-24 13:34:00,Khobar,Vegetarian/Vegan,334.63,16,4,3,4.293617021276596,4.229857819905213,4.231578947368421,3.0
4136,2024-05-27 08:43:00,Buraidah,Sushi,301.69,9,3,5,4.271219512195122,4.198135198135198,4.163461538461538,5.0
4137,2023-06-14 17:22:00,Khobar,Burger,704.77,17,4,2,4.293617021276596,4.271698113207547,4.21123595505618,2.0
4138,2023-04-21 23:44:00,Medina,Coffee,599.0,13,4,4,4.239393939393939,4.208937198067633,4.266666666666667,4.0
4139,2022-12-13 12:20:00,Dammam,Barbecue,474.79,19,5,3,4.231064237775647,4.260663507109005,4.327868852459017,3.0
4140,2022-01-14 13:27:00,Abha,Burger,445.09,6,2,4,4.220661985957873,4.271698113207547,4.231578947368421,4.0
4141,2024-12-29 10:00:00,Mecca,Barbecue,485.08,12,1,5,4.278721278721279,4.260663507109005,4.231884057971015,5.0
4142,2024-09-18 10:19:00,Hail,Indian Cuisine,694.33,6,4,5,4.204795204795205,4.278230500582072,4.231884057971015,5.0
4143,2023-10-30 14:34:00,Khobar,Indian Cuisine,586.29,5,4,5,4.293617021276596,4.278230500582072,4.261958997722096,5.0
4144,2024-12-19 15:21:00,Riyadh,Pizzeria,795.99,8,4,5,4.241127348643007,4.228944246737841,4.225882352941176,5.0
4145,2024-03-29 14:57:00,Abha,Vegetarian/Vegan,326.17,9,5,5,4.220661985957873,4.229857819905213,4.261958997722096,5.0
4146,2024-06-09 06:57:00,Hail,Burger,249.32,8,5,5,4.204795204795205,4.271698113207547,4.230769230769231,5.0
4147,2022-10-28 11:04:00,Buraidah,Barbecue,585.37,4,2,5,4.271219512195122,4.260663507109005,4.254498714652956,5.0
4148,2022-07-27 23:03:00,Medina,Pizzeria,588.53,9,4,4,4.239393939393939,4.228944246737841,4.266666666666667,4.0
4149,2023-06-13 03:08:00,Hail,Fast Food,361.28,14,4,5,4.204795204795205,4.261648745519714,4.199017199017199,5.0
4150,2024-09-27 12:07:00,Riyadh,Seafood,495.69,12,5,5,4.241127348643007,4.227218934911242,4.327868852459017,5.0
4151,2022-05-07 23:30:00,Mecca,Seafood,355.9,8,4,4,4.278721278721279,4.227218934911242,4.266666666666667,4.0
4152,2023-02-25 04:39:00,Buraidah,Barbecue,451.49,17,1,4,4.271219512195122,4.260663507109005,4.286407766990291,4.0
4153,2024-03-17 04:04:00,Medina,Indian Cuisine,246.32,13,1,5,4.239393939393939,4.278230500582072,4.286407766990291,5.0
4154,2024-07-13 12:00:00,Mecca,Italian Cuisine,788.23,6,3,5,4.278721278721279,4.233890214797136,4.327868852459017,5.0
4155,2024-07-28 04:44:00,Buraidah,Fast Food,260.32,14,4,5,4.271219512195122,4.261648745519714,4.286407766990291,5.0
4156,2024-05-29 21:38:00,Tabuk,Indian Cuisine,319.56,19,3,4,4.244618395303327,4.278230500582072,4.353808353808354,4.333333333333333
4157,2024-04-30 19:18:00,Medina,Indian Cuisine,595.9,6,5,5,4.239393939393939,4.278230500582072,4.238207547169812,5.0
4158,2022-10-15 17:52:00,Buraidah,Coffee,633.6,16,1,3,4.271219512195122,4.208937198067633,4.21123595505618,3.0
4159,2023-03-15 03:21:00,Khobar,Barbecue,590.26,15,1,4,4.293617021276596,4.260663507109005,4.199017199017199,4.0
4160,2023-06-09 09:26:00,Abha,Italian Cuisine,102.46,19,1,3,4.220661985957873,4.233890214797136,4.209134615384615,3.5
4161,2022-02-24 08:55:00,Mecca,Burger,363.46,19,4,4,4.278721278721279,4.271698113207547,4.163461538461538,4.0
4162,2022-02-23 10:58:00,Khobar,Pizzeria,750.57,9,3,4,4.293617021276596,4.228944246737841,4.231884057971015,4.0
4163,2024-09-16 22:46:00,Khobar,Sushi,569.75,6,4,5,4.293617021276596,4.198135198135198,4.18734793187348,5.0
4164,2023-01-07 21:03:00,Hail,Barbecue,765.07,15,3,5,4.204795204795205,4.260663507109005,4.353808353808354,5.0
4165,2022-06-17 15:38:00,Tabuk,Italian Cuisine,351.1,11,2,5,4.244618395303327,4.233890214797136,4.225882352941176,5.0
4166,2023-12-01 00:15:00,Dammam,Indian Cuisine,570.48,8,2,5,4.231064237775647,4.278230500582072,4.241217798594848,5.0
4167,2024-09-02 22:57:00,Hail,Vegetarian/Vegan,448.71,15,3,4,4.204795204795205,4.229857819905213,4.18734793187348,4.0
4168,2024-05-09 03:04:00,Hail,Pizzeria,609.93,10,3,5,4.204795204795205,4.228944246737841,4.199017199017199,5.0
4169,2023-08-28 05:04:00,Buraidah,Italian Cuisine,533.89,17,2,4,4.271219512195122,4.233890214797136,4.259345794392523,3.5
4170,2022-06-15 22:44:00,Buraidah,Sweets,70.15,7,2,5,4.271219512195122,4.297872340425532,4.18734793187348,5.0
4171,2023-09-06 00:19:00,Riyadh,Burger,470.33,14,2,5,4.241127348643007,4.271698113207547,4.241217798594848,5.0
4172,2022-09-10 12:20:00,Hail,Sweets,264.89,15,4,4,4.204795204795205,4.297872340425532,4.327868852459017,4.0
4173,2022-02-05 08:07:00,Riyadh,Seafood,221.44,15,2,4,4.241127348643007,4.227218934911242,4.163461538461538,4.5
4174,2023-03-02 17:54:00,Mecca,Coffee,527.68,19,3,4,4.278721278721279,4.208937198067633,4.21123595505618,4.0
4175,2024-01-24 03:31:00,Riyadh,Barbecue,60.68,20,4,4,4.241127348643007,4.260663507109005,4.199017199017199,4.0
4176,2024-06-13 01:07:00,Hail,Barbecue,366.4,10,3,4,4.204795204795205,4.260663507109005,4.268472906403941,4.0
4177,2024-04-27 06:10:00,Hail,Sweets,396.3,10,4,4,4.204795204795205,4.297872340425532,4.230769230769231,4.0
4178,2023-01-11 23:21:00,Abha,Pizzeria,582.95,16,3,3,4.220661985957873,4.228944246737841,4.266666666666667,3.0
4179,2023-02-11 06:41:00,Tabuk,Seafood,367.11,11,1,5,4.244618395303327,4.227218934911242,4.230769230769231,5.0
4180,2023-07-16 22:37:00,Riyadh,Vegetarian/Vegan,388.75,18,3,3,4.241127348643007,4.229857819905213,4.18734793187348,3.0
4181,2023-01-25 07:35:00,Abha,Indian Cuisine,595.26,16,5,4,4.220661985957873,4.278230500582072,4.263657957244655,4.0
4182,2024-02-19 04:45:00,Dammam,Coffee,587.33,13,4,4,4.231064237775647,4.208937198067633,4.286407766990291,4.0
4183,2024-11-17 16:46:00,Hail,Barbecue,521.46,8,2,5,4.204795204795205,4.260663507109005,4.197222222222222,4.5
4184,2022-01-16 03:26:00,Jeddah,Fast Food,99.31,10,3,5,4.223851417399804,4.261648745519714,4.199017199017199,5.0
4185,2023-09-12 09:39:00,Riyadh,Indian Cuisine,442.5,19,4,3,4.241127348643007,4.278230500582072,4.209134615384615,3.0
4186,2024-07-06 19:50:00,Abha,Barbecue,223.76,20,4,3,4.220661985957873,4.260663507109005,4.238207547169812,3.0
4187,2025-01-29 08:29:00,Buraidah,Burger,651.38,12,4,4,4.271219512195122,4.271698113207547,4.163461538461538,4.0
4188,2023-11-04 22:16:00,Mecca,Burger,560.17,6,4,5,4.278721278721279,4.271698113207547,4.18734793187348,4.5
4189,2022-05-07 17:26:00,Mecca,Italian Cuisine,623.16,20,2,3,4.278721278721279,4.233890214797136,4.21123595505618,3.0
4190,2023-06-05 05:42:00,Abha,Barbecue,662.66,9,4,4,4.220661985957873,4.260663507109005,4.259345794392523,4.5
4191,2025-01-17 14:56:00,Medina,Coffee,154.8,14,3,4,4.239393939393939,4.208937198067633,4.261958997722096,4.0
4192,2024-10-25 10:34:00,Riyadh,Vegetarian/Vegan,291.45,17,4,3,4.241127348643007,4.229857819905213,4.231884057971015,3.0
4193,2022-11-26 23:37:00,Khobar,Seafood,527.37,10,3,5,4.293617021276596,4.227218934911242,4.266666666666667,5.0
4194,2025-01-24 00:46:00,Khobar,Barbecue,416.27,7,2,4,4.293617021276596,4.260663507109005,4.241217798594848,4.0
4195,2024-04-01 15:29:00,Jeddah,Sweets,734.49,6,2,5,4.223851417399804,4.297872340425532,4.225882352941176,5.0
4196,2022-11-27 12:21:00,Riyadh,Coffee,328.28,16,4,3,4.241127348643007,4.208937198067633,4.327868852459017,3.0
4197,2022-03-03 16:34:00,Jeddah,Indian Cuisine,489.52,7,5,5,4.223851417399804,4.278230500582072,4.197222222222222,5.0
4198,2023-09-19 08:20:00,Tabuk,Sweets,184.03,14,2,5,4.244618395303327,4.297872340425532,4.163461538461538,5.0
4199,2022-12-14 04:14:00,Mecca,Burger,287.03,5,3,5,4.278721278721279,4.271698113207547,4.286407766990291,5.0
4200,2025-01-29 18:56:00,Buraidah,Seafood,645.49,7,4,5,4.271219512195122,4.227218934911242,4.261851015801354,5.0
4201,2022-01-09 14:17:00,Medina,Coffee,670.16,17,1,2,4.239393939393939,4.208937198067633,4.261958997722096,3.5
4202,2023-06-12 07:27:00,Riyadh,Sushi,459.99,16,5,3,4.241127348643007,4.198135198135198,4.263657957244655,3.0
4203,2022-02-26 05:57:00,Abha,Bakeries,316.4,11,2,5,4.220661985957873,4.241975308641975,4.259345794392523,5.0
4204,2023-05-17 21:16:00,Medina,Burger,630.71,15,2,4,4.239393939393939,4.271698113207547,4.353808353808354,4.0
4205,2024-01-14 01:16:00,Mecca,Sweets,210.33,10,5,4,4.278721278721279,4.297872340425532,4.268472906403941,4.0
4206,2022-08-17 20:06:00,Buraidah,Fast Food,100.75,20,5,4,4.271219512195122,4.261648745519714,4.222477064220183,4.0
4207,2023-02-27 12:36:00,Abha,Italian Cuisine,537.88,7,5,4,4.220661985957873,4.233890214797136,4.327868852459017,4.0
4208,2022-09-21 06:17:00,Khobar,Italian Cuisine,344.25,12,3,5,4.293617021276596,4.233890214797136,4.230769230769231,5.0
4209,2024-05-09 15:31:00,Medina,Bakeries,483.21,5,5,4,4.239393939393939,4.241975308641975,4.225882352941176,4.0
4210,2023-03-29 15:19:00,Hail,Seafood,161.86,5,5,5,4.204795204795205,4.227218934911242,4.225882352941176,5.0
4211,2024-04-28 11:58:00,Khobar,Indian Cuisine,259.94,12,3,5,4.293617021276596,4.278230500582072,4.254498714652956,5.0
4212,2022-10-23 03:13:00,Hail,Indian Cuisine,214.58,19,3,3,4.204795204795205,4.278230500582072,4.199017199017199,3.0
4213,2022-01-16 16:53:00,Hail,Sushi,758.95,14,4,5,4.204795204795205,4.198135198135198,4.197222222222222,5.0
4214,2023-09-20 18:14:00,Medina,Sweets,203.57,8,4,4,4.239393939393939,4.297872340425532,4.261851015801354,4.5
4215,2024-06-18 13:42:00,Tabuk,Coffee,370.37,13,2,5,4.244618395303327,4.208937198067633,4.231578947368421,5.0
4216,2023-12-31 13:57:00,Buraidah,Vegetarian/Vegan,611.05,16,2,3,4.271219512195122,4.229857819905213,4.231578947368421,3.0
4217,2022-11-20 18:51:00,Mecca,Fast Food,185.34,8,4,4,4.278721278721279,4.261648745519714,4.261851015801354,4.0
4218,2023-04-09 23:06:00,Khobar,Indian Cuisine,520.02,17,2,2,4.293617021276596,4.278230500582072,4.266666666666667,2.0
4219,2022-05-05 17:14:00,Hail,Coffee,720.9,8,5,5,4.204795204795205,4.208937198067633,4.21123595505618,5.0
4220,2022-05-02 05:55:00,Jeddah,Barbecue,739.89,17,5,4,4.223851417399804,4.260663507109005,4.259345794392523,4.0
4221,2024-08-06 02:27:00,Khobar,Sushi,128.44,13,1,5,4.293617021276596,4.198135198135198,4.270471464019852,5.0
4222,2022-09-16 21:49:00,Hail,Italian Cuisine,625.09,18,4,4,4.204795204795205,4.233890214797136,4.353808353808354,4.0
4223,2022-04-12 09:56:00,Abha,Barbecue,59.89,14,2,4,4.220661985957873,4.260663507109005,4.209134615384615,4.5
4224,2023-08-11 19:33:00,Medina,Coffee,115.68,6,2,4,4.239393939393939,4.208937198067633,4.238207547169812,4.0
4225,2023-11-17 00:57:00,Mecca,Seafood,679.07,10,2,4,4.278721278721279,4.227218934911242,4.241217798594848,4.0
4226,2023-08-16 01:03:00,Medina,Vegetarian/Vegan,691.51,17,4,4,4.239393939393939,4.229857819905213,4.268472906403941,4.0
4227,2023-06-26 02:41:00,Dammam,Sushi,742.3,16,4,3,4.231064237775647,4.198135198135198,4.270471464019852,4.0
4228,2023-10-14 06:12:00,Dammam,Vegetarian/Vegan,467.04,16,2,2,4.231064237775647,4.229857819905213,4.230769230769231,2.0
4229,2024-11-17 12:28:00,Buraidah,Coffee,592.3,13,2,5,4.271219512195122,4.208937198067633,4.327868852459017,5.0
4230,2024-11-26 07:40:00,Medina,Sushi,749.88,16,4,3,4.239393939393939,4.198135198135198,4.263657957244655,3.5
4231,2023-11-15 08:07:00,Tabuk,Fast Food,659.81,6,3,5,4.244618395303327,4.261648745519714,4.163461538461538,5.0
4232,2024-01-08 01:11:00,Riyadh,Fast Food,202.1,14,1,4,4.241127348643007,4.261648745519714,4.268472906403941,4.0
4233,2022-07-08 18:19:00,Jeddah,Sweets,222.28,19,4,3,4.223851417399804,4.297872340425532,4.261851015801354,3.0
4234,2022-05-22 16:07:00,Medina,Sweets,408.56,14,3,5,4.239393939393939,4.297872340425532,4.197222222222222,5.0
4235,2023-03-16 11:50:00,Riyadh,Sweets,167.22,11,2,5,4.241127348643007,4.297872340425532,4.254498714652956,5.0
4236,2023-12-26 06:09:00,Khobar,Seafood,522.21,11,2,5,4.293617021276596,4.227218934911242,4.230769230769231,5.0
4237,2025-01-08 19:01:00,Jeddah,Burger,211.42,19,3,2,4.223851417399804,4.271698113207547,4.238207547169812,2.0
4238,2024-01-26 18:31:00,Tabuk,Bakeries,421.11,9,4,5,4.244618395303327,4.241975308641975,4.261851015801354,5.0
4239,2025-01-28 07:03:00,Buraidah,Bakeries,709.04,17,4,3,4.271219512195122,4.241975308641975,4.263657957244655,3.0
4240,2022-03-17 22:51:00,Medina,Fast Food,578.55,16,2,3,4.239393939393939,4.261648745519714,4.18734793187348,3.0
4241,2023-04-17 09:46:00,Hail,Fast Food,358.88,18,3,3,4.204795204795205,4.261648745519714,4.209134615384615,3.0
4242,2022-01-09 13:12:00,Hail,Sushi,727.19,10,5,5,4.204795204795205,4.198135198135198,4.231578947368421,5.0
4243,2022-02-28 04:26:00,Hail,Fast Food,239.66,15,4,4,4.204795204795205,4.261648745519714,4.286407766990291,4.0
4244,2022-09-12 07:39:00,Abha,Coffee,480.54,10,2,5,4.220661985957873,4.208937198067633,4.263657957244655,5.0
4245,2022-02-23 02:57:00,Mecca,Fast Food,551.97,9,2,5,4.278721278721279,4.261648745519714,4.270471464019852,5.0
4246,2023-07-26 04:19:00,Mecca,Fast Food,358.89,6,4,4,4.278721278721279,4.261648745519714,4.286407766990291,4.0
4247,2023-01-06 16:58:00,Jeddah,Sweets,548.21,11,2,4,4.223851417399804,4.297872340425532,4.197222222222222,4.0
4248,2024-06-29 11:01:00,Buraidah,Barbecue,704.89,8,5,5,4.271219512195122,4.260663507109005,4.254498714652956,5.0
4249,2025-01-31 03:20:00,Mecca,Vegetarian/Vegan,59.03,15,2,5,4.278721278721279,4.229857819905213,4.199017199017199,5.0
4250,2022-12-18 14:20:00,Tabuk,Pizzeria,693.25,13,4,4,4.244618395303327,4.228944246737841,4.261958997722096,4.0
4251,2023-08-19 12:06:00,Medina,Pizzeria,725.74,14,2,5,4.239393939393939,4.228944246737841,4.327868852459017,5.0
4252,2023-06-16 19:32:00,Buraidah,Sushi,290.68,10,2,4,4.271219512195122,4.198135198135198,4.238207547169812,4.0
4253,2022-01-08 10:13:00,Hail,Vegetarian/Vegan,330.28,5,2,4,4.204795204795205,4.229857819905213,4.231884057971015,4.0
4254,2023-10-09 04:43:00,Dammam,Barbecue,784.43,12,1,5,4.231064237775647,4.260663507109005,4.286407766990291,5.0
4255,2024-04-25 08:57:00,Abha,Coffee,779.57,17,2,2,4.220661985957873,4.208937198067633,4.163461538461538,2.0
4256,2023-07-15 15:02:00,Jeddah,Bakeries,743.24,7,3,4,4.223851417399804,4.241975308641975,4.225882352941176,4.0
4257,2024-04-02 11:50:00,Riyadh,Burger,540.62,15,4,4,4.241127348643007,4.271698113207547,4.254498714652956,4.0
4258,2022-09-09 12:19:00,Dammam,Indian Cuisine,120.86,10,4,4,4.231064237775647,4.278230500582072,4.327868852459017,4.0
4259,2024-04-11 13:18:00,Jeddah,Coffee,590.47,20,4,3,4.223851417399804,4.208937198067633,4.231578947368421,3.0
4260,2022-03-15 23:52:00,Khobar,Indian Cuisine,306.97,12,3,5,4.293617021276596,4.278230500582072,4.266666666666667,5.0
4261,2023-07-17 18:56:00,Medina,Sweets,432.49,18,3,3,4.239393939393939,4.297872340425532,4.261851015801354,3.0
4262,2024-01-21 22:21:00,Buraidah,Bakeries,439.86,6,2,4,4.271219512195122,4.241975308641975,4.18734793187348,4.5
4263,2024-09-17 19:45:00,Medina,Sweets,652.63,7,5,4,4.239393939393939,4.297872340425532,4.238207547169812,4.0
4264,2022-07-03 04:55:00,Buraidah,Bakeries,621.39,10,3,4,4.271219512195122,4.241975308641975,4.286407766990291,4.0
4265,2024-05-11 07:27:00,Mecca,Bakeries,171.07,13,3,5,4.278721278721279,4.241975308641975,4.263657957244655,5.0
4266,2023-08-12 05:38:00,Riyadh,Indian Cuisine,715.67,9,4,5,4.241127348643007,4.278230500582072,4.259345794392523,5.0
4267,2024-12-25 20:18:00,Jeddah,Sweets,685.86,10,4,5,4.223851417399804,4.297872340425532,4.222477064220183,5.0
4268,2023-10-08 03:10:00,Dammam,Coffee,71.34,18,4,4,4.231064237775647,4.208937198067633,4.199017199017199,4.0
4269,2022-09-30 07:23:00,Tabuk,Sweets,74.29,11,2,4,4.244618395303327,4.297872340425532,4.263657957244655,4.0
4270,2023-05-09 03:27:00,Buraidah,Bakeries,464.76,20,2,4,4.271219512195122,4.241975308641975,4.199017199017199,4.0
4271,2024-11-24 20:07:00,Abha,Sushi,688.82,14,3,5,4.220661985957873,4.198135198135198,4.222477064220183,5.0
4272,2023-08-27 19:03:00,Jeddah,Seafood,604.02,6,2,5,4.223851417399804,4.227218934911242,4.238207547169812,5.0
4273,2023-06-28 22:49:00,Tabuk,Barbecue,293.3,11,5,5,4.244618395303327,4.260663507109005,4.18734793187348,5.0
4274,2022-12-02 17:31:00,Tabuk,Sushi,186.08,9,5,5,4.244618395303327,4.198135198135198,4.21123595505618,5.0
4275,2022-10-07 01:39:00,Abha,Sushi,657.29,11,3,5,4.220661985957873,4.198135198135198,4.268472906403941,5.0
4276,2024-06-10 22:04:00,Medina,Sweets,169.37,16,4,3,4.239393939393939,4.297872340425532,4.18734793187348,3.0
4277,2023-09-17 09:52:00,Mecca,Bakeries,361.6,10,2,5,4.278721278721279,4.241975308641975,4.209134615384615,5.0
4278,2024-12-28 12:07:00,Jeddah,Indian Cuisine,728.58,11,4,5,4.223851417399804,4.278230500582072,4.327868852459017,5.0
